體育專區,#genre#
TVBS,tvbus://5gzevZqdvWfA4JEoSQ53BHRZrqwLZackwAf3XXamCQ1B9qqNFsRbkdmWojyzj
TVBS,http://f18.pp18000.com/live/16/d90490540c1f284b67b75f0019f8f406/index.m3u8
TVBS,p8p://0198.02686.cc:16871/5f2f921c0007177d224bec7d6634f95e.ts
東森財經新聞台,tvbus://5bY69cepoVBMLLDSy3mDoo8QBJQRmRvgEHqHiJayEqejKoS6Z47qRqjewb9TB
東森財經新聞台,tvbus://5iiNtFDZPs5ZpMiMURAbLfjRsacs9ocBU4VtoL1dDsjcF7Mcawp4XD3GFEKgE
非凡新聞,http://107.167.5.66:80/mylive/102/2058/index.m3u8
非凡新聞,http://125.227.210.37:15078/VideoInput/play.ts
非凡新聞,http://f12.twtv1200.com/live/314/d1043ef9ff2d00a07134e03e6ccfe66e/index.m3u8
非凡商業,http://107.167.5.66:80/mylive/102/2059/index.m3u8
非凡商業,http://f10.twtv1000.com/live/187/2f40863b8408d64765098b1fa65f09b3/index.m3u8
星衛HD電影台,tvbus://5ixd4eARkmWRUdmjnAu17xUsC7ngBWDaxsmgk4LcxkFCkXELGn8CrfBYQijmA
衛視電影台,tvbus://5au5QAR4QVNUXum4PLi7zF3TyoxTfWv6cWRboJuXkkZSaNcYAGdNHjccAxVUQ
東森電影台,tvbus://5KVKy5MZ69VvVapedT8GC56zKNGuoCD4eqyfgwppcwFPYdc4GK5ghmydBRehB
東森電影台,http://f18.pp18000.com/live/350/113dc8e1cd43d07819bc61012f8d62e4/index.m3u8
緯來電影台,tvbus://5XDwXtHqpxQFkV9kv3JUroUu9bQnDJrSHwAPbt3EETaQi8TjL9rBBpF9wRsAF
緯來電影台,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
緯來電影台,http://f15.twtv1500.com/live/96/bea821e2ee632df31c592c4ac333e0c8/index.m3u8
龍祥電影,tvbus://6LPRczsLaX5Zg1GATf3R7g3osN4z6dcFHa5E17sM1keh6C3bc64jpUv2MxMFM
龍祥電影,http://f10.twtv1000.com/live/373/62b8f8fede470e0979bf2c0beebbd3ac/index.m3u8
HBO,tvbus://6GFRVAcUsiqY67h8ePy4DnJvBS2L7onVFvB1g6HRCJZ3n57Ua2pBbENmboqd7
HBO,http://125.227.210.37:16027/VideoInput/play.ts
HBO,http://f10.twtv1000.com/live/332/183a2ac2dbda7f305cfaa2789fa9503f/index.m3u8
東森洋片,tvbus://6dTYTD7sdGGBDNnToo42Nig1KvfEw2nNfn1NuWRcYfUGudoiorjJFkHCXV9My
東森洋片,http://125.227.210.37:18685/VideoInput/play.ts
AXN,tvbus://5Xa5Xi6H8hrChXWA3cxbieDjMgJ3YBxcsxZdah27A8PCAQeP92UDypH2uXdZQ
AXN,tvbus://5qJ31Et5HmpR7tzVBxYMqHuVsLSzxRJ5Z41iByDvuNhZYCh7FWSaHK1e4vXHG
AXN,http://f17.twtv1700.com/live/423/b309d281ea2b83559aa5542d30bd8a59/index.m3u8
好萊塢電影,tvbus://5KrB5QCAYhhvfJ4c8jiUPu9HfpP4i2wnjDZXU1ATJAQpzAYzcwfZjRPVL8iHP
好萊塢電影,http://f13.twtv1300.com/live/37/91dd2a5d2530c557f658b7ef0360f65d/index.m3u8
CINEMAX,tvbus://5ehU7TgbheBuRFcsKK1PQFhccU1RWD51wYKTrKuYtm4DHX3r7HcWhFuADKd8U
CINEMAX,http://f15.twtv1500.com/live/346/2ddf30012987dbeec4a56e7f67586d0e/index%20.m3u8
緯來育樂,tvbus://5XuZLifLBB4dzkfzoKA93WCdigZmBRzSbUBvRzJ1QjaJd7ecS9gdMGdKLetfB
FOX頻道,tvbus://6YLw3eozv6kQqv9CcB3Vneu2Tt5qkSjUUxQLaAfiS5dy8oAwi7MAjrk1GbxN1
FOX頻道,http://125.227.210.37:13498/VideoInput/play.ts
FOX頻道,http://f10.twtv1000.com/live/384/1166539cc00a5ebac15d748d753fbb99/index.m3u8
緯來體育,tvbus://6Zc9RRLhY8hh38HmQXQHgxrsffsw6nRwvfFJLWvPBBhRG36nf9X2bYQAoazxA
緯來體育,http://125.227.210.37:18358/VideoInput/play.ts
緯來體育,http://f10.twtv1000.com/live/52/92b9b894f7c440a889b71194c0e7cd85/index.m3u8
FOX_SPORTS_1,tvbus://6ZoiQNkhZSPfY9s3VffwMPXEusncCbcjNAu7vKNZTtdhdZ76CfFMd13z4ABBH
FOX_SPORTS_1,http://f23.ub1400.com/live/2094/5a8dfca7be1b19dbe8ca5a6506beb3d4/index.m3u8
FOX_SPORTS_2,tvbus://6DSeFGRJ9KHbMBWrATvLcTQ6L5ruVRapkZZdZNkNcs8eqCjJvs1cQ6D9XW5vn
FOX_SPORTS_2,http://f23.ub1400.com/live/2096/5aa81b4486d0797db6ec058b05e9fd79/index.m3u8
FOX_SPORTS_3,tvbus://6HB6UMpUbJzpUEwF6YbaRxMxw2muZ2WVyNFyU7mRoWgh9WzSFpnVhgtMSNRr5
FOX_SPORTS_3,http://f23.ub1400.com/live/2095/962cdeb1d150cd37b51472dd4fa32feb/index.m3u8
緯來日本,tvbus://6aXrMD1Fq4WUmnGWi2jLES3532SG84b4FNawKcrGXERkP2ytUfjZWGv2QjPP8
緯來日本,http://198.16.106.62:8278/streams/d/videolandjapan_zero/playlist.m3u8
緯來日本,tvbus://5uMovCHbnLjgq2DqzhiocEryu9gjtDqftX2zd1z5WURdB6fpV8pj4teEUhatF
ELEVEN體育1台,tvbus://5NrQ5pvLs9nQVyZtWJYJQaobzbEa1uTQwg2D4P1mwrtAh7ZsWZfpG2hA9FM2P
ELEVEN體育2台,tvbus://5ieLy6Bs8rBH2rWXWF1aiFCpgMC3vzsKY8dD7FKwSkFreqYcb6rD5dCrXhdwL
ELEVEN體育2台,http://f17.twtv1700.com/live/301/16cb53c0abf2b930dcb3a8e9dc74d5cd/index.m3u8
博斯運動,tvbus://5PWUSk5i67uQNx1TYcu9KANMCLe6CtTztGSgXAdnqqDpNX7YkVjUvscJDtYYo
博斯運動,http://f17.twtv1700.com/live/379/676d40d1d8cde080eda3a5eccfb7f59b/index.m3u8
博斯運動II,tvbus://6iXBJy6eexqWZPKSYe3khNf8zKQFQpPpwmedAKEJZo9YoBdE7m7Cob8tpTPU3
博斯運動II,http://f17.twtv1700.com/live/380/088abd280f7fe494d6f7912e63430152/index.m3u8
博斯高球,tvbus://61gn94JLNN2gxHHPZGD5N7wn8JfZSKsrwr9HnBrfoRA8Y6Lh4tfWzREoSsQJN
博斯高球,http://f17.twtv1700.com/live/377/5e2c9352eface3a504bb0da94c6dd9dc/index.m3u8
博斯高球二台,tvbus://5t1Uomh2j6K968yHGVrUB1jbtdaWNd5N18rzukGPteDboYDPeT4WFtwyA1QWg
博斯高球二台,http://f17.twtv1700.com/live/378/f273f4edbdd18ca4e61106a1870a71f0/index.m3u8
博斯網球,tvbus://5ZjaFSgh4BXSSVPJLgRybUYuxPeLQxLBSpnwqcUuvH4ZPWZuYFMNB4hwRXWui
博斯網球,http://f17.twtv1700.com/live/498/be8b57f8feb9bd886fb3a7cbfbead74c/index.m3u8
博斯無限,tvbus://6UKxSYxrqMVTE7RkrLjrLrbnQX2y2iRUJoYiWVEhqzr8uwZ7QJio6qbaVacHf
博斯無限,http://f17.twtv1700.com/live/381/bf17c1325c504fb21826a39af3a62363/index.m3u8
歷史頻道,tvbus://6FKJvzHqmRvcbyZwrQxP1XJiXrUasAtR12nxJzc3GUtt8poZiSvBAqQgBTYv8
ELTA體育1台,tvbus://6KhXj8xz99EuGM9rd2eDLTdMpPh4TH6ZumiQ1x4ehChL1KmSQmqDezSjQMq5C
ELTA體育1台,P2p://147.135.39.171:9906/61000ab00009f393d200555332864fe8.ts
ELTA體育1台,rtmp://59.124.75.153/sat/md041
ELTA體育1台,http://f13.twtv1300.com/live/192/8fe61f2a63f2e997eba0e37e78fa5926/index.m3u8
ELTA體育2台,tvbus://5iaCMsScXr5BP82USvKuvUMnVT3ZCxqHrpxA5Ar8RnqW2t5iEsRPKjX4UjmM7
ELTA體育2台,rtmp://161.202.204.248/sat/md051
ELTA體育2台,P2p://ns2.hellotvvod.com:9906/f5b6b4a49c214f59ab15341cebbda34b.ts
ELTA體育2台,http://f15.twtv1500.com/live/193/517fb10c87f848ec0386bf2fd03bee0c/index.m3u8
ELTA體育3台,tvbus://5vvVp9p6pHnRoVko5KUH2jt1P3rAUzQs7a1px4auhe5DZCkMbG79vqu8LJH2t
ELTA體育3台,rtmp://59.124.75.153/sat/md021
ELTA體育3台,P2p://ns2.hellotvvod.com:9906/f5d2a255703944e1b683fe989389887a.ts
ELTA體育3台,http://f17.twtv1700.com/live/194/86cfe774a78730b30a42badc8f10c2eb/index.m3u8
Z頻道,tvbus://6R1Mb1nKR5CvDNMeoPgdwFbgR4hAT8GoYmjAmg71KpcS1CnCZNqcsb5gvj6vq
Z頻道,http://f18.pp18000.com/live/1130/a57284af4475ae5d8dba461001e5e98d/index.m3u8
FOX_Family_Movies_ID,tvbus://5yQ7CWXMn3vVNgkTaVftocVfHoQnF8GEZiFd1JLYLWcmADmUyRQVS3a3cGY72
HBO_HD,tvbus://5g7NaB7D2Ro6A1q6kHELAdczsLhfbhEFfwnXM3UR3Qu5zhjxwzchXvkRVrgxX
AXN,tvbus://5xyMGYHzUAWxhDzBftqg5ALUJJANKoZTnPg6f8TB7K1MRNFMQH8pueDmGie7w
FOX_Life_HD,tvbus://5je4Y4pQ8KY68t4EgipumTXPyWX4mEFqfYLmdrfeKxpjdkviXhPn8FxVaxCRW
Animax,tvbus://5uoCKeuWTjVa6aY3dHgCe2fTf9AzsPfGpZJ1a59XBFZGxfdwUGS4vPhKzTT2H
FOX_HD,tvbus://5ZnQogbSbxUwqLi9ppPipK9rHJFNtCDNgaKPzuCL3uDSEbSyeAozQe2bc4Ta3
Discovery-Channel-HD,tvbus://65YukTwpkCTPCcQfHMHFMKvUQ3y6UUoNggZXXgbpGaEsvH9SJxishaf3gTVQw
Disney-XD,tvbus://5SwekSMdxNqWe25PvPcmhgDCnRV55cVVpj2AUu4FubscvxM2XDqrKi5aHnguc
Disney-Junior,tvbus://6hKEA5SjKrd7uNf47mRFX6dhTb5YzYFnvb8C4N8b13TQqYd5CQYRGQBDhz4JA
Disney-Channel,tvbus://6YKgtPdN4ecKmFaB7ydMx6bwMKqdohnQpZpERKtKcnhHm65agEUeCuk8AngKq
FMN,tvbus://647N2PaqHR8QvWjq9spg7WnRyT6ZntLFTDEnktUSKrnBkKqVr17xG3CevNMPB
MY-Food-Network-HD,tvbus://6HwjCkogTpgCf6iRswVR4qQGECbcZXW19Lq1314tBjWeGiNZJQM2nayekMjY5
FOX-Crime-HD,tvbus://6Q4HK65U3hXiEiyDD9g4XkBWmsMa3u2pUd8TY9JNYaF36uWxAzp7YvzpLs4JB
Comedy-Channel,tvbus://6iAd7r4ZSWJ3thR3mgaSFg3wHtDbPWiBVGmTD2QGJLmmPdb7m1aG6wvwC5DsM
CNBC-Indonesia,tvbus://6JxPH89TNU17Jt45N6JixBuu4HC6QpKLbRtpRoSWBzfDMb82hmegQJrd6CCMH
Cartoon-Network-ID-HD,tvbus://6coZQS8pngzKJGCuBFWKjEePSZ8pN7FQX1sTao5FpEM9F1HqG6vELQcurJ2Cf
Boomerang-HD,tvbus://6ed4T5uhSHEJ1AxHnB1zb23nXgE4ibdnVZhnsmivmwMj4jF89GHEi97dHHhRD
Bloomberg-TV-Asia,tvbus://5rhvfjY68aF2gr5ehPZqvQcK6jFQy34ik41ZQ2WTebg4s5TmD3D4Uo9bBJBFa
Bloomberg,tvbus://6NeELPJWdeJ96uhFECQMWnreb9CU6PzdHfAn54ii6zRqioGSN5624UvUFbADg
Baby-TV,tvbus://83dnn3cLz81Sg6SQsLeWhAcRnSoWxSUN3wL4CZioJxp3cQcB8g
Animal-Planet-HD,tvbus://5bjgcgftrGAtn4KjZ7ZkfecYoMpGy7u4p3t1frxSt8EGmps99eYz1D5FaL13U
Fox-Sports-2,tvbus://6BC4xLgo8GbWzd8yPN6J91qi2ULXuVswqBNnWVk24Me3LBimgeZFeSN8Q2uNi
Fox-Sports-3,tvbus://5eyvTEAyb9Sh27Xb3yNkZ5BdEP2XQHsQXWC8sHUp29xgxfC2wXVDPhF9ecACn
FX-HD,tvbus://6Wfi767TZwvRwbgimUsd6dagc2gFRsVt3ij85vkSc5StSVknsmRPYiqr2qhZC
Fox-Sports-1,tvbus://5ydxbxqoY4Yi4NN2puMnZBbCpbf6onHWWipD9GYhDwsvgUy7EkJHz4siq24nG
HITS,tvbus://5JyK98zJb94TyTXnsYcgsNftg9RmaZaX1mye2mvTSLtF7ddUPHViae3QDV7XF
History-HD,tvbus://67U2sB4HwovmaqfajjNwR41JXGsSpntTr7VKTRcsKTR3yAbvHiTNQTxPNbeHc
TVN-HD,tvbus://6btrP3ywdYFHLn2hd4Uy82o7Pyzu4wmpBAxRt3eCkE1cuN8qbMc58nUUY7G38
Thrill,tvbus://6fYLgmZWx83EmKoc8HxcKhJKcMtwcD7BP6yRortrWBigtdADbEfym7rXuFeGu
Nick-Jr,tvbus://5iQX2PRY26vG3PYDeLWRNz22doPu54jx1z5yJFW7sDZENdogennPVuL3tayHb
Channel-News-Asia,tvbus://5fEMw1C9tHhDtYi9cTe6vjVVfWvkj6MTZg5nDPuNVDboWfKEjxYEKr9HVeQtP
GO_SHO（中文）,tvbus://6GTHDW3tiyfhMXVSbyrovtjyYdvvCXQ6WEZa4r441MqwDTiaNrQRedsvYKnNw
cnn-news,tvbus://5Xvj6C1ifRTytkXEtw6QaYE7BNG58HQMPkaXKQSRWBmox63MqNstXWuBTjbBm
FOX_Action_Movies,tvbus://5PTC68uPzjzgraxLbCJZPv5NDTDPzjjutVfPFmmrMNgcLtx3bEqTnuKpn4cmK
Star_Chinese_Movies_HD,tvbus://5oenhnghCPGAatNceeDsJz7JgQU3nohRqByjK4mofkt5BAwg14zrxvW9DkXWQ
National_Geographic_Channel_HD,tvbus://5XisRcapXu4nAHj8KreveFP1L9onShtgEbndRy3mtuc6uLdkrt9pscnPgTAqT
National_Geographic_Wild_HD,tvbus://5qpiu44Nif4zZw6Hk7yGNYwzczXu3SwXz3iqNeft31tcK3pk3kShPdQHrqQUN
K_plus,tvbus://5dKFzZ9CuPTFL6ZyWFspETr9h94pkokZcemREBtGDzvKySmCLpzbaptYXND6M
HBO Hits HD,tvbus://5ssqUAyqhEVjtqecZoLxBPxLziDmQGtDzGGjBqPdJxodN6auStKR4uU6t44C6
HBO Family HD,tvbus://5KVqLdyQoeZ7eC5YDD9KcncZCv8ra9LE39Z6B2yQQ6tmvR4ygDgfSLktQQoBY
AFC HD,tvbus://5bt8GdWfz7CoBFt6bKyk8V1sa5QTTH8sSWty9bt9hcWQ2ERWovGiH284MWRbX
LifeTime,tvbus://5gaNcVq2rh644s1JWSdhTS8EiABmUsq1vannXKfiCatMHBBNTzjgm38up1PZA
Warner TV ID HD,tvbus://6Jhf16nXVNno5pA73rGoJAAoCcra14JHe5RK9RrixSt8nusTV9S6iwWX4763C
Okey,tvbus://6Rx8NSXLxzTk8sy84z688ZUqbHv76seQGBi2MjmynSwSVMQ4YcWGGYef35Wbo
民視,P2p://ns2.hellotvvod.com:9906/626b26af5c124482b49c97a602fb7963.ts
民視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
人間衛視,P2p://ns2.hellotvvod.com:9906/af8382f6e2b74ae6a8afc0157bed6b37.ts
人間衛視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
台視,P2p://ns2.hellotvvod.com:9906/b1e1040dcf6441219914efd6fa80880c.ts
台視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
大愛,P2p://ns2.hellotvvod.com:9906/58ee041d57fa471caacc1f14fecd8142.ts
大愛,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
中視,P2p://ns2.hellotvvod.com:9906/62428ac2e0cf484e9ea72090a8bb3bfb.ts
中視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
霹靂臺灣台,P2p://ns2.hellotvvod.com:9906/a03a3eb8eca74b22ac1e8034753261dc.ts
霹靂臺灣台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
華視,P2p://ns2.hellotvvod.com:9906/49266888421648ef95f7e068bc4d1080.ts
華視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
公視,P2p://ns2.hellotvvod.com:9906/946fe48bfc764cd2a8df51a1328472ff.ts
公視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
公視台語台,P2p://ns2.hellotvvod.com:9906/e7566bbfbd414900b51d112167066a7d.ts
公視台語台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
好消息,P2p://ns2.hellotvvod.com:9906/64602610ba234821b8fb5feb860a97b9.ts
好消息,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
原住民電視臺,P2p://ns2.hellotvvod.com:9906/b36807c690224d26b1cfdcfe96c35def.ts
原住民電視臺,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
客家電視臺,P2p://ns2.hellotvvod.com:9906/01ba7852bb464c41a5430a28d4392ad3.ts
客家電視臺,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
國家地理頻道,P2p://ns2.hellotvvod.com:9906/246f38b17e9043218a6ee4c97636a842.ts
國家地理頻道,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
探索頻道,P2p://ns2.hellotvvod.com:9906/08b0957ead7c45519dd66819b53c26d1.ts
探索頻道,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
TLC旅遊生活,P2p://ns2.hellotvvod.com:9906/23237a67a8f74e4296903ee05534aa3a.ts
TLC旅遊生活,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
動物星球,P2p://ns2.hellotvvod.com:9906/05383aa5be89401f9c680b533187bd7d.ts
動物星球,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
CN卡通頻道,P2p://ns2.hellotvvod.com:9906/de3e765e8f6649248741e9a983ae2181.ts
CN卡通頻道,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
迪士尼頻道,P2p://ns2.hellotvvod.com:9906/e38d802bff4c440e8008dd3b62b248a8.ts
迪士尼頻道,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
MOMO親子台,P2p://ns2.hellotvvod.com:9906/941f3295f3634bdfa035bc377db1d4ae.ts
MOMO親子台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森幼幼台,P2p://ns2.hellotvvod.com:9906/f1bafa0c4fdd4c7b93199e202ada7655.ts
東森幼幼台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
緯來綜合台,P2p://ns2.hellotvvod.com:9906/a9b4c931cf6747b38e0ab24a93caf36d.ts
緯來綜合台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
八大第一台,P2p://ns2.hellotvvod.com:9906/38ab3a0929f84fa7898d696dac7b14ad.ts
八大第一台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
八大綜合台,P2p://ns2.hellotvvod.com:9906/8b6e9ae1cf704901bb95f7c12dbca1e7.ts
八大綜合台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
三立臺灣台,P2p://ns2.hellotvvod.com:9906/13278c870def489b8d563c1e19bc6832.ts
三立臺灣台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
三立都會台,P2p://ns2.hellotvvod.com:9906/82c3ccffa8f14fb59149226addd72bc4.ts
三立都會台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
衛視中文台,P2p://ns2.hellotvvod.com:9906/f4522311cba040b2aefc0a95fd816664.ts
衛視中文台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森綜合台,P2p://ns2.hellotvvod.com:9906/d93038bcb207401dbe755a38f7f9f4b6.ts
東森綜合台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
超視,P2p://ns2.hellotvvod.com:9906/a3007b0bcf68429d9f286fdb31f23755.ts
超視,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
中天綜合台,P2p://ns2.hellotvvod.com:9906/74c55fb0e7b24dc7ba28cf195856da3c.ts
中天綜合台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
中天娛樂台,P2p://ns2.hellotvvod.com:9906/8845e896ba5341d192d6338a9582e7c0.ts
中天娛樂台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森戲劇台,P2p://ns2.hellotvvod.com:9906/d0bbc613cb2945d2af7882c5d9c4a628.ts
東森戲劇台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
八大戲劇台,P2p://ns2.hellotvvod.com:9906/0d2cbbc1a0ff4d79ad81626566a089b6.ts
八大戲劇台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
TVBS歡樂台,P2p://ns2.hellotvvod.com:9906/0c8be39553cd4528a268e2a4f91094b6.ts
TVBS歡樂台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
緯來戲劇台,P2p://ns2.hellotvvod.com:9906/8325786aca2c448daf55936f2c29c05c.ts
緯來戲劇台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
高點綜合台,P2p://ns2.hellotvvod.com:9906/55e3938bb06b46e8973270e9a9b375e3.ts
高點綜合台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
BBC World News,P2p://ns2.hellotvvod.com:9906/537e11cb82dd40c3915d48ff6a9036ca.ts
BBC World News,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
Al Jazeera English,P2p://ns2.hellotvvod.com:9906/4280b69e926d41109f051ae217970115.ts
Al Jazeera English,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
CNBC,P2p://ns2.hellotvvod.com:9906/4b00d962a8e34848a42efa377daa2ee5.ts
CNBC,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
Bloomberg TV,P2p://ns2.hellotvvod.com:9906/28d7ca16f6cf404091493594d3c0d7cb.ts
Bloomberg TV,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
HITS,P2p://ns2.hellotvvod.com:9906/7cd4d8fb5eb74eb9bea88c83db153c02.ts
HITS,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
壹電視新聞台,P2p://ns2.hellotvvod.com:9906/8232b59bf01f4e88a462ac11b11b6a56.ts
壹電視新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
年代新聞,P2p://ns2.hellotvvod.com:9906/e26d09a65e2e4cfeb18058d774440b46.ts
年代新聞,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森新聞台,P2p://ns2.hellotvvod.com:9906/86146bc8953c42c8a191b48569db5db5.ts
東森新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
中天新聞台,P2p://ns2.hellotvvod.com:9906/07674dd4ad4b49519a8ac1fab95e540a.ts
中天新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
民視新聞台,P2p://ns2.hellotvvod.com:9906/853bbb65649a46008d0d8064966ad612.ts
民視新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
三立新聞台,P2p://ns2.hellotvvod.com:9906/4477c0eda1d8486f926745990acec46e.ts
三立新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
TVBS新聞台,P2p://ns2.hellotvvod.com:9906/dbbd447ccec24e48b91830ff55fbf00c.ts
TVBS新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
TVBS,P2p://ns2.hellotvvod.com:9906/e667e89f1c744e8989f02a7f4ea000ff.ts
TVBS,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森財經新聞台,P2p://ns2.hellotvvod.com:9906/e063cbbf3fae4995a9c33032cd592b4b.ts
東森財經新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
非凡新聞台,P2p://ns2.hellotvvod.com:9906/37c841152d264c87b62ca00d46f17b28.ts
非凡新聞台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
衛視電影台,P2p://ns2.hellotvvod.com:9906/9b86738ece824a4bb00336592c85a323.ts
衛視電影台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森電影台,P2p://ns2.hellotvvod.com:9906/c240832108c44a52b982318ed8f2126b.ts
東森電影台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
緯來電影台,P2p://ns2.hellotvvod.com:9906/ec68de73635f43689daa6d41278b7517.ts
緯來電影台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
龍祥電影,P2p://ns2.hellotvvod.com:9906/506853bcd1454fb28c9bffe73c56e384.ts
龍祥電影,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
HBO,P2p://ns2.hellotvvod.com:9906/d79cdde5114740ad911bc528b0b6fab4.ts
HBO,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
東森洋片台,P2p://ns2.hellotvvod.com:9906/f049793f69a24b609bf0340866481b0e.ts
東森洋片台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
AXN,P2p://ns2.hellotvvod.com:9906/85b2591b06f8411a9a8bda41685e139e.ts
AXN,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
好萊塢電影台,P2p://ns2.hellotvvod.com:9906/a1ef91068c404051bf648b7feb91026e.ts
好萊塢電影台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
CINEMAX,P2p://ns2.hellotvvod.com:9906/3d46b9b79f164bb3b9a79206dd0838ab.ts
CINEMAX,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
緯來育樂台,P2p://ns2.hellotvvod.com:9906/6dcf1c25255d4908864e9955eb9755f9.ts
緯來育樂台,P2p://ns2.hellotvvod.com:9906/4d2ac80c7f914577a9dd59e45bbf4005.ts
