體育專區,#genre#
TVBS-综合台,http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8
TVBS-欢乐台,http://198.16.106.62:8278/streams/d/tvbsgbk_twn/playlist.m3u8
TVBS-新闻台,http://198.16.106.62:8278/streams/d/tvbs_n/playlist.m3u8
中天综合,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
中视新闻,http://185.207.176.189:8080/channels/tw-101/playlist.m3u8
中视新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
中视经典,http://185.207.176.189:8080/channels/tw-102/playlist.m3u8
中视菁采,http://185.207.176.189:8080/channels/tw-103/playlist.m3u8
索尼动画,http://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
GOODTV-综合,http://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8
GOODTV-卡通,http://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
纬来综合,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
纬来电影,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
纬来戏剧,http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
纬来精彩,http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
纬来体育,http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8
探索频道,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
探索亚洲,http://www.livedoomovie.com/02_DiscoveryHDWorld/chunklist.m3u8
国家地理,http://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8
亚洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
华纳电视,http://www.livedoomovie.com/02_WarnerTVHD_720p/chunklist.m3u8
ELTA-综合台,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
ELTA-影剧台,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
Thrill,http://45.126.83.51/qwr9ew/s/s34/02.m3u8
Thrill,http://liveanevia.mncnow.id/live/eds/Thrill/sa_dash_vmx/Thrill.mpd
tvN Movies,http://liveanevia.mncnow.id/live/eds/tvNMovies/sa_dash_vmx/tvNMovies.mpd
TVB 星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
TV1,http://50.7.161.82:8278/streams/d/TV1/playlist.m3u8
Naura,http://50.7.161.82:8278/streams/d/Naura/playlist.m3u8
Sony HD,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
KBS Wolrd,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
AnimalPlanet,http://www.livedoomovie.com/02_AnimalPlanet/chunklist.m3u8
Arirang TV,http://125.227.210.37:8933/VideoInput/play.ts
ASTro港剧台,http://50.7.161.82:8277/streams/d/aod_pye/playlist.m3u8
AXN HD,http://www.livedoomovie.com/02_AXNHD_720p/chunklist.m3u8
Baby TV Eng,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Bahrain Sport 1,http://5c7b683162943.streamlock.net/live/ngrp:Bahrain%20Sports_all/playlist.m3u8
Bahrain Sport 1,http://185.105.4.106:1935/live/Bahrain%20Sports/chunklist.m3u8?v=1558393494
Bahrain Sport 1,http://185.105.4.106:1935/live/Bahrain%20Sports/chunklist.m3u8?v=1548640033
Bahrain Sport 2,http://5c7b683162943.streamlock.net/live/ngrp:Bahrain%20Sports%202_all/playlist.m3u8
BBS 불교방송,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
beIN Sport News,http://dl.dropbox.com/s/a16m1s4w7ctosro/Bein%20Sports%20News.m3u8?dl=1
Bloomberg US,http://liveproduseast.global.ssl.fastly.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
Bollywood HD,http://sc.id-tv.kz/bollywood_hd_34_35.m3u8
BT SPORT 1 HD,http://www.livedoomovie.com/02_BTSPORTHD_1_720p/chunklist.m3u8
BT SPORT 2 HD,http://www.livedoomovie.com/02_BTSPORTHD_2_720p/chunklist.m3u8
Captital OTB Betting,http://d2up1hmow19bcd.cloudfront.net/livecf/liveracing/playlist.m3u8
CBeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
CBN幸福剧场,http://home.lpfcdn.com:4000/udp/235.254.198.193:7980
CBN幸福娱乐,http://home.lpfcdn.com:4000/udp/235.254.198.195:7980
CBN每日影院,http://home.lpfcdn.com:4000/udp/235.254.198.192:7980
CBN风尚生活,http://home.lpfcdn.com:4000/udp/235.254.198.194:7980
CGTN Français,http://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CH8,http://usa.login.in.th/ch8/ch8/playlist.m3u8
Channel [V],http://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CINEMAX,http://liveorigin01.hbogoasia.com:8443/origin/live/main/MAX/index.m3u8
CJB청주방송(SBS 淸州),http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
CMC (USA),http://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/master.m3u8
CNC,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CombatGo,http://dai.google.com/linear/hls/event/gaDje967RoSDD5llid2OBA/master.m3u8
COMPANY TV HD Music,http://wma10.fluidstream.net/CompanyTV/_definst_/mp4:livestream_720p/playlist.m3u8
CPBC,http://media1.cpbc.co.kr:8888/vod/_definst_/mp4:ads/spot_khs.mp4/chunklist.m3u8
DBM,http://edge5.vedge.infomaniak.com/livecast/ik:dbmtv/manifest.m3u8
djing,http://www.djing.com/tv/underground.m3u8
du bai sports 1,http://dmitnthvll.cdn.mangomolo.com/dubaisports/smil:dubaisports.smil/chunklist_b1600000.m3u8
du bai sports 2 hd,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
du bai sports 3,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd5/smil:dubaisportshd5.smil/chunklist_b1600000.m3u8
Dubai Racing,http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8
Dubai Racing 2,http://dmithrvll.cdn.mangomolo.com/dubairacing/smil:dubairacing.smil/chunklist_b1600000.m3u8
Dubai Racing 3,http://dmithrvll.cdn.mangomolo.com/dubaimubasher/smil:dubaimubasher.smil/playlist.m3u8
DW德国之声,http://dwstream4-lh.akamaihd.net/i/dwstream4_live@131329/index_1_av-p.m3u8
3HD,http://www.livedoomovie.com/02_3HD_720p/chunklist.m3u8
5HD,http://www.livedoomovie.com/02_5HD_720p/chunklist.m3u8
7HD,http://www.livedoomovie.com/02_7HD_720p/chunklist.m3u8
A3 Bikini Network,http://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
ABC News 24,http://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
Abu Dhabi Al Oula,http://www.elahmad.com/tv/m3u8/adtv.m3u8?id=abudhabi_aloula
Abu Dhabi Drama,http://www.elahmad.com/tv/m3u8/adtv.m3u8?id=abudhabi_drama
Abu Dhabi Sports 2,http://www.elahmad.com/tv/m3u8/adtv.m3u8?id=abudhabi_sports2
Abu Dhabi Sports 3,http://www.elahmad.com/tv/m3u8/adtv.m3u8?id=abudhabi_sports3
Abu Dhabi Sports 4,http://www.elahmad.com/tv/m3u8/adtv.m3u8?id=abudhabi_sports4
Al Kass Sports 1,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass1
Al Kass Sports 2,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass2
Al Kass Sports 4,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass4
Al Kass Sports 5,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass5
Al Saudiya,http://cdnamd-hls-globecast.akamaized.net/live/ramdisk/saudi_tv/hls1/saudi_tv.m3u8
ALTV4,http://thaipbs-ujxrch.cdn.byteark.com/live/playlist_720p/index.m3u8
ELSHINTA TV,http://45.126.83.51/qwr9ew/s/s10/01.m3u8
ETBSTR1,http://etbvnogeo-lh.akamaihd.net/i/ETBSTR1_1@595581/index_2596_av-b.m3u8
Eurosport 4K,http://a3569457550-zabava-htlive.cdn.ngenix.net/hls/CH_EUROSPORT4K_HLS/bw20000000/playlist.m3u8
eurosport1,http://91.126.141.201:1935/live/eurosport1nntv/chunklist_w65928025.m3u8
eurosport2,http://91.126.141.201:1935/live/eurosport2hdnntv/chunklist_w1420994503.m3u8
F1 SPORTS,http://overtakefans.com/f1-live-stream/f1tv-pro-stream-web-player/master2.m3u8
Fishing TV,http://media.fishingtv.kr:1935/mobileLIVE/_definst_/mp4:livestream.sdp/playlist.m3u8
Fox Sports 1 Asia,http://livecdn.fptplay.net/qnetlive/foxsports_2000.stream/chunklist.m3u8
Fox Sports 2 Asia,http://livecdn.fptplay.net/qnetlive/foxsports2_2000.stream/chunklist.m3u8
Fox Sports 3 Asia,http://livecdn.fptplay.net/qnetlive/foxsports3_hls.smil/chunklist_b2500000.m3u8
FoxMovies,http://www.livedoomovie.com/02_FoxMoviesHD_720p/chunklist.m3u8
FoxMovies_TH,http://www.livedoomovie.com/02_FoxMoviesTH_720p/chunklist.m3u8
FoxThai_TH,http://www.livedoomovie.com/02_FoxThai_TH_720p/chunklist.m3u8
France 24,http://static.france24.com:80/live/F24_FR_HI_HLS/live_tv.m3u8
Francophonie,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8
Golf HD,http://www.livedoomovie.com/02_golfhd_720p/chunklist.m3u8
GOODTV1,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
GOODTV2,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
Gospel Truth TV (USA) Music,http://bstna.tulix.tv/live/bs_2m/index.m3u8
Grand Lille TV,http://str81.creacast.com/grandlilletv/smil:grandlilletv.smil/chunklist_w1118883208_b1464000.m3u8
Hipódromo de las Américas,http://wms.tecnoxia.com:1935/8158/8158/chunklist.m3u8
HISTORY HD,http://www.livedoomovie.com/02_HISTORYHD_720p/chunklist.m3u8
KTO,http://livehdkto-lh.akamaihd.net/i/LiveStream_1@178944/master.m3u8
La Chaine Normande,http://live.lachainenormande.fr/live/lcn/livestream/playlist.m3u8
LCI,http://lci-hls-live-ssl.tf1.fr/lci/1/hls/live_2328.m3u8
LOVE NATURE 4K UHD,http://a3569457544-zabava-htlive.cdn.ngenix.net/hls/CH_LOVENATURE4K_HLS/bw20000000/playlist.m3u8
Luxe TV,http://198.16.106.62:8278/streams/d/luxetv_zero/playlist.m3u8
m2otv,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8
MCOT HD,http://www.livedoomovie.com/02_MCOTHD_720p/chunklist.m3u8
MCOT HD,http://mcotdigital-pnnouc.cdn.byteark.com/mcothd1080p_edge/smil:mcothd1080p.smil/chunklist.m3u8
MLB Network,http://hlslive-akc-med1.media.mlb.com/ls01/mlbnetwork/NETWORK_LINEAR_1/master_wired.m3u8
Monterrico TV,http://vs8.live.opencaster.com/20100152275/jcpstream/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
MTV,http://81.30.182.82:18092/hls/live.m3u8
MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-p.m3u8
MTV Biggest Pop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
MTV Block Party,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTV Live,http://198.16.106.62:8278/streams/d/mtvlive_zero/playlist.m3u8
MTV Spankin' New,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTV WMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8
MTV Yo!,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
Music,http://azroe0x-lh.akamaihd.net/i/test_1@775856/master.m3u8
